用户id,是否付费,注册至今距离天数,最后一周登陆天数,最后一周登陆次数,最后一周0-8点登陆次数,最后一周8-18点登陆次数,最后一周18-24点登陆次数
78720,0,0,1,1,0,1,0
78721,0,0,1,3,0,2,1
78722,0,0,1,2,0,2,0
78723,0,0,1,1,0,1,0
78724,0,0,1,2,0,2,0
78725,0,0,1,1,0,1,0
78726,0,0,1,1,0,1,0
78727,0,0,1,1,0,1,0
78728,0,0,1,2,0,2,0
78729,0,0,1,2,0,2,0
78730,0,0,1,2,0,2,0
78731,0,0,1,1,0,1,0
78732,0,1,2,3,0,2,1
78733,0,0,1,2,0,1,1
78734,0,0,1,1,0,1,0
78735,0,0,1,1,0,1,0
78736,0,2,3,6,1,3,2
78737,0,0,1,1,0,1,0
78738,0,0,1,2,0,2,0
78739,0,0,1,1,0,1,0
78740,0,0,1,1,0,1,0
78741,0,0,1,1,0,1,0
78742,1,2,3,9,2,5,2
78743,0,0,1,1,0,1,0
78744,0,0,1,1,0,1,0
78745,0,0,1,1,0,1,0
78746,0,0,1,1,0,1,0
78747,0,0,1,1,0,1,0
78748,0,0,1,1,0,1,0
78749,0,0,1,2,0,2,0
78750,0,0,1,2,0,2,0
78751,0,0,1,2,0,1,1
78752,0,0,1,1,0,1,0
78753,0,2,3,8,2,3,3
78754,1,0,1,4,0,2,2
78755,0,0,1,1,0,1,0
78756,0,2,3,8,1,5,2
78757,0,1,2,2,0,2,0
78758,0,0,1,2,0,2,0
78759,1,2,3,30,7,13,10
78760,0,0,1,1,0,1,0
78761,0,0,1,2,0,2,0
78762,0,0,1,2,0,2,0
78763,0,0,1,1,0,1,0
78764,0,1,2,6,1,4,1
78765,0,0,1,2,0,2,0
78766,0,0,1,1,0,1,0
78767,0,0,1,1,0,1,0
78768,0,0,1,2,0,2,0
78769,0,0,1,2,0,2,0
78770,0,2,3,8,0,5,3
78771,0,0,1,2,0,2,0
78772,0,1,2,4,0,3,1
78773,0,0,1,1,0,1,0
78774,0,2,3,20,2,10,8
78775,0,0,1,2,0,2,0
78776,1,2,3,7,1,2,4
78777,1,2,2,7,0,4,3
78778,0,0,1,1,0,1,0
78779,0,0,1,1,0,1,0
78780,0,0,1,1,0,1,0
78781,0,0,1,1,0,1,0
78782,0,0,1,1,0,1,0
78783,0,0,1,1,0,1,0
78784,0,0,1,2,0,2,0
78785,0,0,1,1,0,1,0
78786,0,0,1,1,0,1,0
78787,0,0,1,1,0,1,0
78788,0,0,1,2,0,2,0
78789,0,0,1,2,0,2,0
78790,1,2,3,17,2,9,6
78791,0,0,1,1,0,1,0
78792,0,0,1,3,0,2,1
78793,0,0,1,1,0,1,0
78794,0,0,1,2,0,2,0
78795,0,2,3,13,0,7,6
78796,0,0,1,2,0,2,0
78797,0,0,1,3,0,2,1
78798,0,0,1,2,0,2,0
78799,0,0,1,1,0,1,0
78800,0,0,1,3,0,1,2
78801,1,2,3,9,0,5,4
78802,0,0,1,2,0,2,0
78803,0,0,1,1,0,1,0
78804,0,1,2,3,0,2,1
78805,0,2,2,3,0,2,1
78806,0,1,2,5,1,2,2
78807,0,1,2,3,0,2,1
78808,0,0,1,1,0,1,0
78809,0,0,1,1,0,1,0
78810,1,2,3,13,1,5,7
78811,1,2,3,26,3,15,8
78812,0,1,2,5,0,4,1
78813,0,1,2,3,1,1,1
78814,0,2,3,6,2,2,2
78815,0,0,1,1,0,1,0
78816,0,0,1,1,0,1,0
78817,0,0,1,2,0,2,0
78818,0,0,1,1,0,1,0
78819,1,1,2,2,0,2,0
78820,0,2,3,7,5,1,1
78821,0,0,1,2,0,2,0
78822,0,1,2,7,2,1,4
78823,0,1,2,2,0,2,0
78824,1,2,3,3,0,3,0
78825,0,0,1,2,0,2,0
78826,1,2,3,10,1,5,4
78827,0,0,1,1,0,1,0
78828,0,2,3,19,2,10,7
78829,1,2,3,11,5,3,3
78830,0,0,1,1,0,1,0
78831,0,0,1,2,0,2,0
78832,1,0,1,2,0,2,0
78833,0,0,1,2,0,2,0
78834,0,1,2,9,3,2,4
78835,0,1,2,10,2,6,2
78836,0,0,1,2,0,2,0
78837,0,0,1,1,0,1,0
78838,0,0,1,2,0,2,0
78839,0,0,1,1,0,1,0
78840,0,2,3,9,0,6,3
78841,0,1,2,5,1,2,2
78842,0,0,1,4,0,2,2
78843,0,0,1,1,0,1,0
78844,0,0,1,1,0,1,0
78845,0,0,1,1,0,1,0
78846,0,0,1,1,0,1,0
78847,0,0,1,3,0,2,1
78848,0,0,1,1,0,1,0
78849,0,2,2,3,0,3,0
78850,0,2,3,6,0,5,1
78851,0,2,2,3,1,1,1
78852,0,0,1,2,0,2,0
78853,0,0,1,1,0,1,0
78854,0,1,2,2,1,1,0
78855,0,0,1,1,0,1,0
78856,0,1,2,3,1,2,0
78857,0,2,3,16,3,9,4
78858,0,0,1,1,0,1,0
78859,0,2,3,4,0,3,1
78860,0,0,1,2,0,2,0
78861,1,2,3,12,3,5,4
78862,0,0,1,1,0,1,0
78863,0,2,3,11,2,8,1
78864,0,2,3,19,6,11,2
78865,0,0,1,1,0,1,0
78866,1,2,3,9,0,3,6
78867,0,2,2,3,0,3,0
78868,0,2,2,2,1,1,0
78869,0,0,1,1,0,1,0
78870,1,2,3,18,4,8,6
78871,0,2,2,3,0,3,0
78872,1,2,3,6,2,3,1
78873,0,1,2,7,0,4,3
78874,0,0,1,2,0,2,0
78875,0,0,1,2,0,1,1
78876,1,1,2,4,1,3,0
78877,0,0,1,1,0,1,0
78878,0,2,3,16,3,9,4
78879,0,0,1,1,0,1,0
78880,0,0,1,1,0,1,0
78881,0,0,1,2,0,2,0
78882,1,2,3,26,4,18,4
78883,0,0,1,1,0,1,0
78884,0,0,1,2,0,2,0
78885,0,0,1,3,0,2,1
78886,0,0,1,2,0,2,0
78887,0,0,1,1,0,1,0
78888,0,0,1,1,0,1,0
78889,0,2,3,5,2,1,2
78890,0,0,1,2,0,1,1
78891,0,0,1,2,0,2,0
78892,1,1,2,11,1,6,4
78893,0,0,1,1,0,1,0
78894,0,0,1,2,0,2,0
78895,0,0,1,1,0,1,0
78896,0,0,1,3,0,1,2
78897,0,0,1,2,0,2,0
78898,0,0,1,2,0,2,0
78899,0,0,1,1,0,1,0
78900,0,0,1,1,0,1,0
78901,0,0,1,2,0,2,0
78902,0,2,2,3,0,3,0
78903,0,0,1,1,0,1,0
78904,1,1,2,6,1,4,1
78905,0,0,1,2,0,2,0
78906,0,2,3,11,2,6,3
78907,0,0,1,1,0,1,0
78908,0,0,1,1,0,1,0
78909,0,1,2,3,0,2,1
78910,0,1,2,6,0,3,3
78911,0,0,1,1,0,1,0
78912,0,1,2,2,0,2,0
78913,0,0,1,1,0,1,0
78914,0,0,1,1,0,1,0
78915,0,0,1,1,0,1,0
78916,0,0,1,1,0,1,0
78917,0,1,2,3,0,2,1
78918,0,1,2,6,2,2,2
78919,0,0,1,1,0,1,0
78920,0,1,2,4,1,3,0
78921,0,0,1,4,0,1,3
78922,1,2,3,12,3,7,2
78923,0,2,3,7,0,7,0
78924,0,0,1,1,0,1,0
78925,0,0,1,1,0,1,0
78926,0,0,1,2,0,2,0
78927,0,0,1,2,0,2,0
78928,0,0,1,1,0,1,0
78929,0,1,2,2,0,1,1
78930,0,0,1,4,0,2,2
78931,0,0,1,3,0,1,2
78932,0,0,1,2,0,2,0
78933,0,0,1,1,0,1,0
78934,0,2,3,24,5,12,7
78935,0,0,1,1,0,1,0
78936,0,0,1,1,0,1,0
78937,0,2,3,7,0,4,3
78938,0,1,2,5,2,3,0
78939,0,0,1,2,0,2,0
78940,0,0,1,3,0,2,1
78941,0,0,1,2,0,2,0
78942,0,2,3,10,0,8,2
78943,1,2,3,6,1,4,1
78944,0,2,3,8,3,5,0
78945,0,0,1,1,0,1,0
78946,0,0,1,1,0,1,0
78947,0,0,1,2,0,2,0
78948,0,0,1,3,0,2,1
78949,0,2,3,17,3,9,5
78950,0,1,2,4,0,3,1
78951,0,0,1,2,0,2,0
78952,0,0,1,3,0,2,1
78953,0,2,3,25,1,15,9
78954,0,0,1,2,0,2,0
78955,0,0,1,2,0,2,0
78956,0,0,1,2,0,2,0
78957,0,0,1,2,0,1,1
78958,0,0,1,1,0,1,0
78959,0,0,1,2,0,1,1
78960,0,0,1,2,0,1,1
78961,0,0,1,1,0,1,0
78962,0,1,2,8,1,4,3
78963,0,0,1,2,0,2,0
78964,0,2,3,9,1,7,1
78965,0,1,2,4,0,2,2
78966,0,2,2,2,0,2,0
78967,0,1,2,2,0,2,0
78968,0,0,1,1,0,1,0
78969,0,0,1,1,0,1,0
78970,0,0,1,1,0,1,0
78971,0,0,1,2,0,1,1
78972,0,0,1,2,0,1,1
78973,0,0,1,2,0,1,1
78974,0,0,1,2,0,2,0
78975,1,2,3,14,3,5,6
78976,0,0,1,4,0,2,2
78977,0,0,1,2,0,1,1
78978,0,0,1,1,0,1,0
78979,0,0,1,2,0,2,0
78980,0,2,2,2,1,1,0
78981,0,0,1,1,0,1,0
78982,1,2,3,15,3,7,5
78983,0,0,1,1,0,1,0
78984,0,1,2,6,0,2,4
78985,0,0,1,2,0,1,1
78986,0,2,2,2,0,2,0
78987,0,2,3,8,1,4,3
78988,0,0,1,1,0,1,0
78989,0,0,1,2,0,1,1
78990,0,0,1,1,0,1,0
78991,0,0,1,2,0,2,0
78992,0,0,1,3,0,2,1
78993,0,1,2,4,1,2,1
78994,0,0,1,1,0,1,0
78995,0,0,1,3,0,2,1
78996,1,2,3,14,0,9,5
78997,0,1,2,3,0,3,0
78998,0,0,1,3,0,2,1
78999,1,2,3,7,1,3,3
79000,0,1,2,8,2,4,2
79001,0,0,1,1,0,1,0
79002,0,2,3,7,1,3,3
79003,0,0,1,3,0,1,2
79004,0,0,1,2,0,2,0
79005,1,2,3,25,6,15,4
79006,1,2,3,12,2,5,5
79007,1,2,3,24,7,7,10
79008,0,2,3,5,3,2,0
79009,0,2,3,11,2,6,3
79010,0,2,3,8,2,4,2
79011,0,2,3,5,0,4,1
79012,0,2,2,5,0,2,3
79013,0,0,1,2,0,2,0
79014,0,0,1,1,0,1,0
79015,0,0,1,2,0,2,0
79016,0,0,1,1,0,1,0
79017,1,2,3,8,4,2,2
79018,1,2,2,2,1,1,0
79019,1,2,3,10,0,6,4
79020,0,0,1,1,0,1,0
79021,0,0,1,1,0,1,0
79022,0,2,3,10,2,5,3
79023,0,2,3,6,0,5,1
79024,0,0,1,1,0,1,0
79025,0,0,1,1,0,1,0
79026,0,1,2,5,2,1,2
79027,0,0,1,1,0,1,0
79028,0,0,1,1,0,1,0
79029,0,0,1,1,0,1,0
79030,0,2,3,5,0,4,1
79031,0,1,2,11,0,6,5
79032,0,0,1,1,0,1,0
79033,1,1,2,8,1,3,4
79034,0,0,1,2,0,2,0
79035,0,2,3,4,2,2,0
79036,1,1,2,12,3,5,4
79037,0,2,3,7,2,2,3
79038,0,1,2,4,1,2,1
79039,0,0,1,1,0,1,0
79040,0,1,2,8,1,4,3
79041,1,2,3,12,0,9,3
79042,0,0,1,2,0,2,0
79043,0,1,2,2,0,2,0
79044,0,0,1,1,0,1,0
79045,0,0,1,1,0,1,0
79046,0,1,2,8,3,3,2
79047,0,0,1,2,0,2,0
79048,0,1,2,7,0,4,3
79049,0,0,1,1,0,1,0
79050,0,0,1,1,0,1,0
79051,0,0,1,1,0,1,0
79052,1,2,3,10,2,5,3
79053,0,0,1,1,0,1,0
79054,0,2,3,3,1,2,0
79055,1,2,3,19,3,8,8
79056,1,2,3,4,0,1,3
79057,0,0,1,1,0,1,0
79058,0,2,3,3,0,3,0
79059,1,2,2,11,2,5,4
79060,0,0,1,3,0,1,2
79061,0,0,1,1,0,1,0
79062,1,2,3,17,6,7,4
79063,0,0,1,2,0,2,0
79064,0,0,1,1,0,1,0
79065,0,1,2,4,0,3,1
79066,0,0,1,1,0,1,0
79067,0,0,1,1,0,1,0
79068,0,0,1,3,0,1,2
79069,0,0,1,1,0,1,0
79070,0,0,1,2,0,2,0
79071,0,2,3,9,3,5,1
79072,0,1,2,8,2,2,4
79073,0,0,1,2,0,1,1
79074,0,0,1,2,0,1,1
79075,0,1,2,6,1,2,3
79076,0,1,2,5,0,3,2
79077,0,0,1,2,0,2,0
79078,1,1,2,7,3,3,1
79079,0,0,1,2,0,1,1
79080,0,0,1,1,0,1,0
79081,0,0,1,1,0,1,0
79082,0,0,1,1,0,1,0
79083,0,1,2,2,0,2,0
79084,1,2,3,15,3,7,5
79085,0,0,1,1,0,1,0
79086,0,1,2,3,0,2,1
79087,0,0,1,2,0,1,1
79088,0,0,1,2,0,2,0
79089,0,0,1,2,0,2,0
79090,0,0,1,2,0,2,0
79091,0,2,3,20,4,8,8
79092,0,0,1,2,0,1,1
79093,0,0,1,1,0,1,0
79094,0,0,1,1,0,1,0
79095,0,1,2,11,0,8,3
79096,0,2,3,11,1,5,5
79097,1,1,2,9,1,5,3
79098,0,0,1,2,0,2,0
79099,0,0,1,2,0,1,1
79100,1,2,3,20,8,9,3
79101,1,2,3,11,1,4,6
79102,0,2,3,6,0,4,2
79103,0,2,3,7,2,2,3
79104,0,2,3,8,0,6,2
79105,0,0,1,1,0,1,0
79106,0,0,1,1,0,1,0
79107,1,2,3,18,4,8,6
79108,0,0,1,1,0,1,0
79109,0,0,1,1,0,1,0
79110,0,1,2,7,0,3,4
79111,0,0,1,2,0,1,1
79112,0,0,1,3,0,2,1
79113,1,2,3,15,3,7,5
79114,0,1,2,3,0,2,1
79115,0,2,3,7,0,6,1
79116,0,2,3,4,0,3,1
79117,0,0,1,3,0,1,2
79118,0,0,1,1,0,1,0
79119,1,2,3,13,4,6,3
79120,0,0,1,1,0,1,0
79121,0,1,2,6,1,2,3
79122,0,0,1,1,0,1,0
79123,0,0,1,2,0,2,0
79124,0,2,2,2,0,2,0
79125,0,2,3,8,0,5,3
79126,0,0,1,1,0,1,0
79127,1,2,3,26,5,14,7
79128,0,0,1,2,0,1,1
79129,0,0,1,2,0,1,1
79130,0,1,2,6,0,3,3
79131,0,2,3,11,1,6,4
79132,0,0,1,2,0,1,1
79133,1,2,3,10,1,6,3
79134,0,2,3,6,2,1,3
79135,0,0,1,2,0,2,0
79136,0,1,2,7,0,3,4
79137,0,0,1,1,0,1,0
79138,0,2,3,12,3,5,4
79139,0,0,1,1,0,1,0
79140,1,2,3,19,5,7,7
79141,0,2,3,8,2,4,2
79142,1,1,2,2,0,2,0
79143,0,2,3,13,0,8,5
79144,0,0,1,4,0,1,3
79145,0,0,1,1,0,1,0
79146,0,1,2,2,1,1,0
79147,1,2,3,9,4,1,4
79148,0,0,1,1,0,1,0
79149,0,0,1,2,0,1,1
79150,0,0,1,2,0,1,1
79151,1,2,3,18,2,10,6
79152,1,2,3,15,3,4,8
79153,0,1,2,5,0,2,3
79154,0,0,1,1,0,1,0
79155,0,1,2,4,0,3,1
79156,0,0,1,3,0,2,1
79157,0,0,1,3,0,2,1
79158,0,0,1,2,0,1,1
79159,0,1,2,4,0,1,3
79160,0,0,1,1,0,1,0
79161,0,1,2,8,2,3,3
79162,1,2,3,17,1,13,3
79163,0,0,1,2,0,1,1
79164,1,2,3,11,1,7,3
79165,1,2,3,6,0,3,3
79166,0,2,3,12,4,2,6
79167,0,2,2,5,0,4,1
79168,0,0,1,1,0,1,0
79169,0,1,2,4,0,2,2
79170,1,2,3,12,5,4,3
79171,0,0,1,1,0,1,0
79172,0,0,1,2,0,1,1
79173,1,2,3,3,0,1,2
79174,0,0,1,2,0,1,1
79175,0,1,2,9,2,3,4
79176,0,0,1,1,0,1,0
79177,0,0,1,1,0,1,0
79178,0,0,1,2,0,1,1
79179,1,1,2,7,1,2,4
79180,0,1,2,4,1,1,2
79181,0,0,1,1,0,1,0
79182,0,2,3,6,2,1,3
79183,0,0,1,1,0,1,0
79184,0,1,2,5,0,3,2
79185,0,0,1,1,0,1,0
79186,0,2,3,10,2,6,2
79187,0,1,2,4,1,1,2
79188,0,0,1,1,0,0,1
79189,0,0,1,4,0,0,4
79190,0,0,1,1,0,0,1
79191,0,2,3,9,1,3,5
79192,1,2,3,6,0,2,4
79193,0,0,1,2,0,0,2
79194,0,0,1,1,0,0,1
79195,0,2,3,10,0,5,5
79196,0,0,1,1,0,0,1
79197,0,0,1,1,0,0,1
79198,0,0,1,2,0,0,2
79199,1,1,2,5,0,2,3
79200,0,0,1,1,0,0,1
79201,0,0,1,1,0,0,1
79202,0,0,1,1,0,0,1
79203,0,1,2,4,0,2,2
79204,1,2,3,18,2,5,11
79205,0,1,2,3,0,2,1
79206,0,1,2,3,1,1,1
79207,0,0,1,1,0,0,1
79208,0,2,3,7,3,1,3
79209,0,0,1,2,0,0,2
79210,0,1,2,7,0,4,3
79211,1,2,3,16,5,5,6
79212,0,0,1,3,0,0,3
79213,0,0,1,2,0,0,2
79214,1,2,3,28,12,6,10
79215,0,0,1,3,0,0,3
79216,1,0,1,2,0,0,2
79217,0,2,3,7,3,1,3
79218,0,0,1,2,0,0,2
79219,0,0,1,1,0,0,1
79220,1,2,3,10,2,5,3
79221,0,0,1,1,0,0,1
79222,0,0,1,1,0,0,1
79223,0,0,1,2,0,0,2
79224,0,1,2,3,0,1,2
79225,1,0,1,4,0,0,4
79226,0,1,2,5,1,2,2
79227,1,2,3,9,3,1,5
79228,0,2,2,2,0,1,1
79229,0,2,3,8,1,2,5
79230,0,0,1,3,0,0,3
79231,0,0,1,1,0,0,1
79232,0,1,2,4,1,0,3
79233,0,0,1,1,0,0,1
79234,1,2,3,25,0,15,10
79235,1,1,2,4,1,0,3
79236,0,1,2,6,0,3,3
79237,0,2,3,4,1,1,2
79238,1,2,3,11,1,5,5
79239,0,0,1,1,0,0,1
79240,0,0,1,2,0,0,2
79241,0,2,2,7,0,4,3
79242,0,1,2,5,1,0,4
79243,0,1,2,3,1,0,2
79244,0,0,1,2,0,0,2
79245,0,0,1,3,0,0,3
79246,0,0,1,1,0,0,1
79247,1,2,3,8,5,2,1
79248,0,0,1,1,0,0,1
79249,0,1,2,4,0,2,2
79250,0,1,2,2,0,1,1
79251,0,0,1,1,0,0,1
79252,0,0,1,2,0,0,2
79253,0,0,1,2,0,0,2
79254,0,0,1,1,0,0,1
79255,0,0,1,1,0,0,1
79256,0,0,1,1,0,0,1
79257,0,2,3,13,2,3,8
79258,0,1,2,3,0,1,2
79259,0,1,2,9,1,1,7
79260,0,0,1,3,0,0,3
79261,0,0,1,2,0,0,2
79262,0,0,1,2,0,0,2
79263,0,0,1,1,0,0,1
79264,0,0,1,1,0,0,1
79265,0,0,1,2,0,0,2
79266,0,0,1,2,0,0,2
79267,1,1,2,8,1,2,5
79268,0,0,1,1,0,0,1
79269,0,0,1,1,0,0,1
79270,0,0,1,1,0,0,1
79271,0,0,1,2,0,0,2
79272,1,2,3,6,1,1,4
79273,0,2,3,5,1,0,4
79274,0,0,1,1,0,0,1
79275,0,0,1,2,0,0,2
79276,0,0,1,1,0,0,1
79277,1,2,3,20,4,7,9
79278,0,0,1,2,0,0,2
79279,0,0,1,3,0,0,3
79280,0,2,3,6,0,3,3
79281,0,1,2,2,0,1,1
79282,0,0,1,1,0,0,1
79283,0,0,1,1,0,0,1
79284,0,0,1,2,0,0,2
79285,0,1,2,5,0,1,4
79286,1,1,2,7,2,3,2
79287,1,2,3,6,1,2,3
79288,1,1,2,6,0,1,5
79289,0,0,1,2,0,0,2
79290,0,2,2,2,0,1,1
79291,0,0,1,2,0,0,2
79292,0,2,3,17,1,9,7
79293,1,0,1,3,0,0,3
79294,1,2,3,9,0,4,5
79295,0,2,3,7,0,2,5
79296,0,2,3,14,5,3,6
79297,1,2,3,25,2,16,7
79298,1,2,3,21,5,5,11
79299,0,0,1,2,0,0,2
79300,0,0,1,1,0,0,1
79301,0,0,1,1,0,0,1
79302,1,2,3,9,2,3,4
79303,1,2,3,20,2,8,10
79304,0,0,1,1,0,0,1
79305,0,0,1,1,0,0,1
79306,0,2,3,15,1,7,7
79307,0,0,1,1,0,0,1
79308,1,1,2,6,1,0,5
79309,0,0,1,1,0,0,1
79310,0,0,1,3,0,0,3
79311,0,0,1,1,0,0,1
79312,0,0,1,2,0,0,2
79313,1,2,3,24,6,7,11
79314,0,0,1,1,0,0,1
79315,1,1,2,4,1,0,3
79316,0,1,2,4,0,1,3
79317,0,1,2,6,0,2,4
79318,0,0,1,1,0,0,1
79319,0,2,3,7,1,3,3
79320,0,1,2,6,1,1,4
79321,1,2,3,23,3,9,11
79322,0,2,3,3,0,2,1
79323,0,0,1,2,0,0,2
79324,0,0,1,2,0,0,2
79325,0,0,1,1,0,0,1
79326,0,0,1,2,0,0,2
79327,1,2,2,5,0,1,4
79328,0,0,1,2,0,0,2
79329,1,2,3,9,2,1,6
79330,1,2,3,13,1,3,9
79331,0,0,1,2,0,0,2
79332,0,2,3,12,2,4,6
79333,0,1,2,2,0,1,1
79334,1,1,2,9,2,2,5
79335,0,2,3,8,3,4,1
79336,0,2,3,5,1,0,4
79337,0,0,1,3,0,0,3
79338,0,1,2,2,0,1,1
79339,0,0,1,1,0,0,1
79340,0,2,3,6,0,2,4
79341,1,2,3,10,4,1,5
79342,1,2,3,16,2,8,6
79343,0,0,1,2,0,0,2
79344,0,0,1,1,0,0,1
79345,0,0,1,1,0,0,1
79346,0,0,1,1,0,0,1
79347,0,0,1,1,0,0,1
79348,0,0,1,2,0,0,2
79349,0,1,2,4,0,1,3
79350,0,2,3,4,1,0,3
79351,0,1,2,3,0,1,2
79352,0,0,1,1,0,0,1
79353,0,2,3,16,3,8,5
79354,0,0,1,3,0,0,3
79355,1,2,3,19,3,9,7
79356,1,2,2,3,0,2,1
79357,0,0,1,1,0,0,1
79358,0,0,1,1,0,0,1
79359,0,0,1,2,0,0,2
79360,1,2,3,6,2,2,2
79361,0,1,2,3,1,0,2
79362,0,2,3,18,3,7,8
79363,0,1,2,2,0,1,1
79364,0,2,3,10,1,2,7
79365,0,2,2,2,0,1,1
79366,0,1,2,4,1,0,3
79367,0,2,3,8,1,2,5
79368,0,0,1,1,0,0,1
79369,0,0,1,2,0,0,2
79370,0,0,1,1,0,0,1
79371,0,0,1,1,0,0,1
79372,0,0,1,3,0,0,3
79373,0,0,1,1,0,0,1
79374,0,1,2,2,1,0,1
79375,0,1,2,9,1,0,8
79376,1,2,3,22,6,9,7
79377,0,0,1,2,0,0,2
79378,0,2,3,8,3,1,4
79379,0,1,2,5,1,0,4
79380,1,2,3,4,1,0,3
79381,0,2,2,2,0,1,1
79382,0,0,1,2,0,0,2
79383,0,1,2,2,1,0,1
79384,0,1,2,3,0,1,2
79385,0,0,1,2,0,0,2
79386,0,0,1,1,0,0,1
79387,0,2,3,7,3,0,4
79388,0,0,1,2,0,0,2
79389,0,0,1,3,0,0,3
79390,0,2,3,8,1,2,5
79391,0,1,2,5,0,1,4
79392,1,2,3,7,0,2,5
79393,0,0,1,1,0,0,1
79394,1,1,2,3,0,2,1
79395,0,0,1,2,0,0,2
79396,0,0,1,2,0,0,2
79397,0,1,2,5,0,1,4
79398,1,2,3,23,4,12,7
79399,0,0,1,2,0,0,2
79400,0,1,2,4,0,1,3
79401,0,0,1,2,0,0,2
79402,0,1,2,4,0,2,2
79403,1,0,1,4,0,0,4
79404,1,2,3,20,6,7,7
79405,0,2,3,8,2,2,4
79406,1,2,3,20,2,6,12
79407,1,1,2,6,1,3,2
79408,1,0,1,5,0,0,5
79409,0,0,1,1,0,0,1
79410,0,1,2,4,1,0,3
79411,0,0,1,2,0,0,2
79412,0,0,1,2,0,0,2
79413,0,0,1,1,0,0,1
79414,0,1,2,5,1,3,1
79415,0,1,2,4,1,1,2
79416,0,0,1,1,0,0,1
79417,0,2,3,10,2,3,5
79418,0,1,2,4,0,2,2
79419,0,0,1,2,0,0,2
79420,0,0,1,2,0,0,2
79421,0,1,2,4,0,1,3
79422,0,0,1,2,0,0,2
79423,0,2,3,20,3,11,6
79424,0,0,1,1,0,0,1
79425,0,0,1,1,0,0,1
79426,0,2,3,14,3,4,7
79427,0,0,1,2,0,0,2
79428,0,0,1,1,0,0,1
79429,1,2,3,19,2,6,11
79430,0,1,2,2,1,0,1
79431,0,1,2,5,0,2,3
79432,0,1,2,4,1,1,2
79433,0,1,2,2,0,0,2
79434,0,0,1,2,0,0,2
79435,0,1,2,3,0,1,2
79436,0,1,2,8,2,1,5
79437,0,0,1,1,0,0,1
79438,0,2,2,7,0,2,5
79439,1,2,3,8,2,1,5
79440,0,2,3,10,4,3,3
79441,0,2,3,10,3,3,4
79442,0,0,1,2,0,0,2
79443,0,0,1,2,0,0,2
79444,0,0,1,3,0,0,3
79445,0,0,1,2,0,0,2
79446,0,0,1,2,0,0,2
79447,0,0,1,1,0,0,1
79448,0,0,1,1,0,0,1
79449,0,2,3,13,3,3,7
79450,0,0,1,2,0,0,2
79451,0,0,1,3,0,0,3
79452,0,0,1,1,0,0,1
79453,0,2,2,3,1,0,2
79454,0,0,1,2,0,0,2
79455,0,1,2,7,5,1,1
79456,1,2,3,8,3,2,3
79457,0,0,1,1,0,0,1
79458,0,0,1,2,0,0,2
79459,1,2,2,4,1,0,3
79460,0,2,3,6,0,2,4
79461,0,0,1,2,0,0,2
79462,0,0,1,2,0,0,2
79463,1,2,3,10,1,3,6
79464,0,2,3,8,1,4,3
79465,0,2,3,6,1,1,4
79466,1,1,2,4,0,1,3
79467,0,2,3,10,0,6,4
79468,1,0,1,2,0,0,2
79469,0,0,1,2,0,0,2
79470,1,2,3,5,1,1,3
79471,0,1,2,10,1,4,5
79472,0,0,1,1,0,0,1
79473,0,0,1,1,0,0,1
79474,0,0,1,1,0,0,1
79475,0,2,3,10,2,2,6
79476,0,0,1,1,0,0,1
79477,0,2,3,7,0,3,4
79478,0,0,1,1,0,0,1
79479,0,0,1,1,0,0,1
79480,0,0,1,3,0,0,3
79481,1,2,3,12,3,3,6
79482,0,0,1,1,0,0,1
79483,0,0,1,2,0,0,2
79484,1,2,3,6,2,1,3
79485,0,0,1,1,0,0,1
79486,0,0,1,1,0,0,1
79487,0,2,3,3,0,2,1
79488,0,2,3,11,1,6,4
79489,0,0,1,1,0,0,1
79490,0,0,1,1,0,0,1
79491,0,0,1,1,0,0,1
79492,0,0,1,4,0,0,4
79493,0,0,1,1,0,0,1
79494,0,0,1,2,0,0,2
79495,1,1,2,6,1,1,4
79496,0,1,2,3,0,1,2
79497,0,0,1,1,0,0,1
79498,0,1,2,7,2,1,4
79499,0,2,3,5,0,2,3
79500,0,0,1,2,0,0,2
79501,0,0,1,2,0,0,2
79502,0,0,1,2,0,0,2
79503,0,1,2,5,0,3,2
79504,1,2,3,12,2,4,6
79505,0,2,2,3,1,1,1
79506,0,1,2,3,0,1,2
79507,0,1,2,8,1,3,4
79508,1,2,3,9,6,2,1
79509,0,0,1,1,0,0,1
79510,0,0,1,1,0,0,1
79511,1,2,3,30,2,15,13
79512,0,2,3,13,2,4,7
79513,0,0,1,3,0,0,3
79514,0,2,3,21,3,10,8
79515,0,0,1,2,0,0,2
79516,0,0,1,1,0,0,1
79517,0,1,2,5,0,1,4
79518,0,0,1,1,0,0,1
79519,0,2,3,11,2,4,5
79520,0,1,2,5,0,3,2
79521,1,2,3,23,5,9,9
79522,1,2,3,12,3,4,5
79523,0,0,1,1,0,0,1
79524,0,0,1,2,0,0,2
79525,1,2,3,8,1,3,4
79526,0,0,1,1,0,0,1
79527,0,0,1,1,0,0,1
79528,0,1,2,2,1,0,1
79529,0,1,2,3,2,0,1
79530,1,2,3,14,5,3,6
79531,0,0,1,1,0,0,1
79532,0,0,1,2,0,2,0
79533,0,1,2,9,2,2,5
79534,0,0,1,1,0,0,1
79535,0,0,1,1,0,0,1
79536,1,2,3,11,2,5,4
79537,1,2,3,19,3,6,10
