用户id,性别,等级,站内好友数,经验值,积分,登录总次数,玩牌局数,赢牌局数,身上货币量
7787793,1,0,0,0,0,1,,,0
7787791,0,0,0,0,0,1,,,0
7787790,0,0,1,0,0,1,,,0
7787789,0,2,0,7,0,2,2,1,640
7787785,0,0,2,0,0,1,,,0
7787781,1,6,0,757,0,2,119,36,0
7787780,0,0,0,0,0,2,1,,780
7787779,0,0,0,0,0,2,,,800
7787776,1,4,0,172,0,2,21,6,7205
7787772,1,0,0,0,0,1,,,0
7787771,0,9,1,2235,20,6,678,149,60000
7787770,0,0,0,0,0,2,,,800
7787768,1,5,2,277,0,2,24,4,1743
7787767,1,2,0,8,0,2,2,,970
7787766,0,2,1,42,0,2,9,,350
7787765,0,1,0,3,0,2,1,,800
7787764,0,2,2,26,0,2,2,,1150
7787762,0,5,0,429,0,2,48,9,1000
7787755,0,2,0,8,0,2,2,,1030
7787754,0,0,0,0,0,2,,,800
7787751,0,0,1,0,0,1,,,0
7787750,0,0,2,0,0,1,,,0
7787748,0,0,0,0,0,1,,,0
7787747,0,5,3,332,6,3,49,19,2229
7787744,0,2,0,11,0,2,2,,1040
7787742,0,2,4,8,0,2,2,,960
7787738,0,0,0,0,0,2,,,800
7787734,0,2,0,8,0,2,1,,990
7787731,0,0,1,0,0,1,,,0
7787729,1,0,1,0,0,1,,,0
7787728,0,0,0,0,0,2,,,800
7787727,1,0,1,0,0,1,,,0
7787724,0,0,0,0,0,1,,,0
7787722,0,4,2,140,0,2,16,3,0
7787720,0,7,0,860,0,2,196,58,100
7787719,0,0,1,0,0,2,,,800
7787715,0,0,3,0,0,1,,,0
7787714,0,0,0,0,0,2,,,800
7787713,0,0,2,0,0,1,,,0
7787711,0,0,0,0,10,1,,,0
7787710,1,0,0,0,0,1,,,0
7787709,0,0,0,0,0,1,,,0
7787707,0,0,0,0,0,1,,,0
7787704,0,0,0,0,0,2,,,800
7787701,0,3,1,77,5,3,5,1,0
7787700,0,0,0,0,0,1,,,0
7787699,0,0,2,0,5,1,,,0
7787697,0,0,5,0,0,1,,,0
7787692,1,0,4,0,0,2,,,800
7787691,0,0,0,0,15,1,,,0
7787690,0,0,3,0,5,1,,,0
7787689,0,0,1,0,0,1,,,0
7787685,0,4,0,262,0,2,20,9,0
7787684,0,0,1,0,0,2,,,800
7787681,0,3,0,76,0,2,8,2,1240
7787680,0,4,2,212,5,3,34,4,70
7787679,1,0,0,0,0,2,,,800
7787677,1,0,0,0,0,2,,,800
7787676,1,4,0,180,1,2,22,10,100
7787671,0,2,3,18,0,2,1,,990
7787669,0,0,0,0,0,2,,,800
7787666,1,7,1,1080,1,2,201,56,27743
7787661,0,0,1,0,0,1,,,0
7787660,0,5,0,376,10,4,76,19,20
7787658,0,2,0,20,0,2,1,1,1010
7787653,0,1,0,3,0,2,1,,740
7787652,0,0,0,0,0,1,,,0
7787650,0,6,2,601,0,2,108,47,0
7787649,1,0,1,0,0,2,,,800
7787648,0,4,0,204,0,2,17,4,0
7787645,0,0,3,0,0,1,,,0
7787644,0,5,1,354,0,2,59,18,6629
7787643,0,0,1,0,0,2,,,800
7787637,0,8,4,1301,10,4,237,69,830
7787634,0,3,3,86,0,2,10,1,1080
7787632,0,4,2,158,0,2,24,4,280
7787630,0,0,1,0,5,3,,,800
7787625,0,2,0,43,0,2,3,1,1190
7787622,0,3,0,120,0,2,18,5,1500
7787621,0,0,1,0,0,2,,,200
7787615,0,0,1,0,0,1,,,0
7787612,0,7,4,864,11,4,164,60,0
7787610,0,2,3,14,0,2,3,,910
7787609,1,0,0,0,0,1,,,0
7787607,0,7,0,985,20,4,161,28,1810
7787606,0,3,2,100,1,2,14,4,1190
7787603,1,7,1,815,0,2,173,44,0
7787599,0,0,1,0,5,2,,,800
7787598,0,5,0,412,1,2,48,16,0
7787595,0,0,1,0,0,1,,,0
7787594,0,2,1,13,0,2,2,,770
7787587,0,5,0,331,0,2,25,6,0
7787582,0,3,0,74,0,2,12,1,520
7787576,1,2,2,10,0,2,,,800
7787574,1,1,0,3,0,2,1,,795
7787573,0,6,0,684,0,2,97,20,0
7787572,0,0,0,0,0,2,,,800
7787569,0,2,0,17,0,2,4,,960
7787566,1,0,1,0,0,2,,,800
7787565,1,10,0,3097,130,8,677,210,10000
7787563,0,2,3,11,0,2,2,,990
7787559,0,2,0,5,0,2,1,,990
7787556,1,2,0,16,0,2,2,,1000
7787548,0,2,1,14,0,2,4,,820
7787547,0,3,0,53,0,2,7,1,1000
7787546,1,2,0,8,0,2,2,,880
7787545,1,2,0,8,0,2,2,,970
7787542,1,2,1,18,0,2,1,,880
7787541,0,2,1,14,0,2,3,,850
7787540,1,1,0,3,0,2,2,,790
7787538,0,4,1,263,10,4,49,15,4850
7787536,0,2,5,18,5,3,1,,1000
7787532,1,2,1,8,0,2,2,,950
7787529,0,3,1,49,0,2,5,1,0
7787527,0,0,0,0,0,1,,,0
7787526,0,2,0,34,0,2,3,1,1000
7787525,0,2,0,16,0,2,3,,1190
7787524,0,5,0,396,10,4,81,30,0
7787522,0,5,0,372,0,2,35,8,0
7787519,1,2,0,8,0,2,2,,980
7787518,1,3,6,89,0,2,12,1,87
7787517,1,0,0,0,5,3,,,800
7787515,1,0,1,0,0,2,,,800
7787511,0,5,1,317,30,5,75,56,4875
7787509,0,4,2,216,10,4,31,5,0
7787505,0,0,0,0,0,1,,,0
7787504,0,3,1,69,0,2,5,2,1030
7787503,0,3,0,75,0,2,10,2,0
7787501,0,2,0,16,0,2,2,,1120
7787496,0,5,0,425,0,2,46,14,0
7787489,0,6,0,569,0,2,67,15,0
7787487,0,2,1,14,5,3,4,,960
7787485,0,3,1,46,0,2,6,3,600
7787481,0,6,1,641,5,3,76,23,395
7787478,0,5,0,423,0,2,44,18,0
7787477,0,2,2,26,0,2,3,,1110
7787474,1,3,3,93,0,2,8,2,650
7787473,0,0,4,0,0,1,,,0
7787469,0,2,0,8,0,2,2,,980
7787466,0,3,7,52,0,2,7,2,4850
7787465,1,0,0,0,0,1,,,0
7787460,0,2,0,25,0,2,6,,950
7787459,1,0,1,0,0,2,,,800
7787455,0,9,0,2259,20,6,594,61,10000
7787454,0,0,2,0,0,1,,,0
7787451,1,6,0,599,0,2,85,23,0
7787450,0,4,0,133,0,2,20,1,152
7787446,0,0,1,0,0,1,,,0
7787445,0,2,0,5,0,2,1,,980
7787440,0,0,0,0,0,2,,,800
7787439,0,0,1,0,0,1,,,0
7787437,0,0,2,0,0,1,,,0
7787433,1,1,0,3,0,2,2,,770
7787430,0,3,0,72,0,2,8,2,230
7787428,0,0,1,0,0,1,,,0
7787427,1,2,0,8,0,2,3,,940
7787426,0,9,0,1907,80,8,459,118,5833814
7787424,0,0,0,0,0,2,,,800
7787421,0,3,7,46,0,2,7,,120
7787419,1,3,1,98,0,2,11,2,1240
7787417,0,2,5,26,0,2,2,,760
7787414,1,2,2,8,0,2,2,,790
7787412,0,0,2,0,0,1,,,0
7787410,0,1,0,3,0,2,1,,790
7787407,0,3,1,55,0,2,4,1,1320
7787406,0,2,1,30,0,2,3,,860
7787404,0,2,0,5,0,2,1,,980
7787402,0,0,1,0,0,1,,,0
7787399,0,0,0,0,0,2,,,800
7787397,0,0,0,0,0,1,,,0
7787394,0,0,1,0,0,1,,,0
7787393,0,2,0,8,0,2,1,,940
7787391,1,2,5,13,0,2,1,,800
7787390,1,3,1,61,0,2,5,1,152
7787389,0,2,0,36,0,2,7,,30
7787384,0,2,2,25,0,2,1,1,1020
7787382,0,3,3,99,0,2,7,3,1850
7787380,1,0,0,0,0,1,,,0
7787375,0,2,2,35,0,2,7,1,910
7787374,0,2,1,39,0,2,7,1,530
7787373,0,2,2,18,0,2,2,,950
7787372,0,2,0,11,0,2,2,,50
7787364,0,3,2,75,0,2,7,2,1230
7787362,1,0,1,0,0,1,,,0
7787357,0,4,0,136,0,2,25,2,730
7787356,0,2,0,38,0,2,4,1,780
7787352,0,0,7,0,0,2,,,800
7787351,0,0,1,0,0,1,,,0
7787347,0,0,3,0,0,1,,,0
7787344,0,3,2,100,10,4,13,2,160
7787342,0,2,4,13,0,2,1,,800
7787340,0,0,1,0,0,1,,,0
7787339,1,4,0,137,0,2,17,5,200
7787338,0,1,0,3,0,2,2,,780
7787335,1,2,0,8,0,2,1,,950
7787333,0,3,4,65,0,2,7,2,70
7787332,0,7,4,922,0,2,120,43,1063
7787331,0,5,1,373,0,2,66,21,1000
7787330,0,0,1,0,0,1,,,0
7787325,0,2,0,8,0,2,2,,970
7787324,0,0,1,0,0,2,,,800
7787319,0,1,0,3,5,3,1,,800
7787318,0,0,1,0,0,1,,,0
7787317,0,3,12,68,0,2,5,2,2380
7787315,0,0,0,0,0,2,,,800
7787313,0,3,3,78,0,2,9,2,0
7787311,0,2,0,16,0,2,3,,1120
7787310,1,2,3,34,0,2,4,,1080
7787305,0,0,2,0,0,2,,,800
7787301,1,0,7,0,0,2,,,10800
7787300,0,7,1,864,10,4,151,46,14393
7787299,0,2,1,10,0,2,,,800
7787298,0,2,0,10,0,2,1,,1180
7787292,0,2,1,29,0,2,5,,1060
7787290,0,2,1,28,0,2,7,,330
7787289,1,0,0,0,0,2,,,800
7787288,0,0,0,0,0,2,,,800
7787285,1,2,1,8,0,2,2,,980
7787282,0,7,1,880,6,3,188,68,0
7787281,0,3,1,46,0,2,3,1,800
7787280,0,2,0,8,0,2,1,,1040
7787279,0,1,0,3,0,2,1,,790
7787278,0,4,3,169,0,2,24,13,4970
7787275,0,0,1,0,0,1,,,0
7787274,0,2,0,10,0,2,1,,1180
7787273,1,4,2,243,0,2,41,13,1090
7787270,0,4,0,211,10,4,40,13,3900
7787268,1,2,0,13,0,2,2,,1120
7787266,0,2,1,21,0,2,3,,940
7787265,0,3,3,81,0,2,9,2,210
7787264,0,3,0,94,0,2,15,2,190
7787260,0,0,0,0,0,2,,,800
7787259,0,5,0,347,5,3,54,20,160
7787258,0,1,0,3,0,2,2,,780
7787252,0,5,0,451,0,2,68,29,100
7787249,0,4,1,149,0,2,22,7,1860
7787245,0,2,0,5,0,2,1,,960
7787244,0,3,0,52,0,2,7,1,610
7787242,0,0,1,0,0,1,,,0
7787241,0,0,1,0,0,2,,,800
7787237,0,2,0,32,0,2,3,1,1170
7787236,1,0,1,0,0,1,,,0
7787235,0,2,2,31,0,2,6,1,820
7787234,0,0,0,0,0,1,,,0
7787233,0,4,0,127,5,3,17,9,2637
7787230,0,0,0,0,0,2,,,800
7787228,0,0,1,0,0,2,,,800
7787224,0,4,1,133,5,3,15,7,70
7787223,1,2,0,22,0,2,4,,800
7787222,0,2,1,10,5,3,,,800
7787219,0,3,0,110,0,2,16,7,180
7787218,0,0,0,0,0,2,,,800
7787217,0,2,1,21,0,2,2,,800
7787216,0,4,3,154,5,3,19,4,100
7787214,0,0,1,0,0,1,,,0
7787213,1,0,2,0,0,2,,,800
7787212,1,0,1,0,5,1,,,0
7787208,1,0,0,0,0,1,,,0
7787206,0,0,5,0,0,1,,,0
7787205,0,0,0,0,0,2,,,800
7787204,1,3,0,90,0,2,12,4,1000
7787203,0,0,0,0,0,1,,,0
7787202,1,0,0,0,0,1,,,0
7787201,0,3,2,91,0,2,11,2,80
7787198,0,2,0,11,0,2,3,,900
7787192,0,3,1,70,0,2,8,2,100
7787191,0,0,0,0,0,1,,,0
7787190,1,0,0,0,0,1,,,0
7787189,0,2,0,22,0,2,4,,100
7787187,1,2,1,38,0,2,6,,190
7787184,1,0,0,0,0,2,,,800
7787178,0,1,0,3,0,2,1,,770
7787175,0,0,1,0,5,3,,,2988
7787174,0,2,0,17,0,2,4,,0
7787169,0,2,0,5,0,2,1,,980
7787167,0,4,3,182,1,2,26,6,0
7787165,0,2,0,13,0,2,2,,1140
7787162,0,4,1,207,5,3,28,13,6341
7787160,0,2,0,11,0,2,2,,940
7787159,0,1,0,3,0,2,2,,770
7787157,1,0,1,0,0,2,,,200
7787156,0,0,1,0,0,1,,,0
7787154,1,2,1,8,0,2,2,,980
7787145,0,0,0,0,0,2,,,800
7787144,0,3,2,47,0,2,5,1,980
7787143,0,0,0,0,0,1,,,0
7787142,1,0,0,0,0,1,,,0
7787141,0,0,1,0,0,2,,,800
7787140,0,2,2,18,0,2,2,,1030
7787130,0,2,2,10,0,2,,,800
7787128,0,0,0,0,0,2,,,800
7787127,0,4,1,176,5,3,28,6,400
7787122,0,2,0,8,0,2,1,,1000
7787121,0,0,0,0,0,1,,,0
7787119,0,0,1,0,0,2,,,800
7787118,0,0,1,0,0,1,,,0
7787117,0,2,0,24,5,3,2,1,1220
7787115,0,5,1,402,0,2,34,6,0
7787114,0,2,1,10,0,2,,,800
7787113,0,0,2,0,0,1,,,0
7787112,0,4,0,189,6,3,28,10,180
7787111,0,6,1,750,0,2,92,21,0
7787108,0,0,0,0,0,1,,,0
7787106,0,2,2,17,0,2,4,,950
7787105,0,2,0,8,0,2,2,,980
7787104,0,4,9,147,5,3,26,6,150
7787103,0,3,1,92,0,2,12,9,1765
7787101,0,0,1,0,0,1,,,0
7787100,0,3,0,52,0,2,7,1,0
7787098,0,1,0,3,5,3,1,,790
7787096,0,2,1,22,5,3,4,,0
7787094,0,3,2,120,5,3,11,3,0
7787089,0,2,1,22,0,2,4,,1000
7787086,1,2,2,13,0,2,2,,780
7787084,0,0,0,0,0,1,,,0
7787083,0,0,3,0,0,1,,,0
7787082,0,0,4,0,0,1,,,0
7787077,0,0,2,0,0,1,,,0
7787075,0,0,0,0,0,1,,,0
7787074,0,7,1,922,5,3,161,74,64840
7787070,1,2,0,19,0,2,5,2,650
7787069,0,3,10,91,0,2,7,2,1020
7787067,0,0,2,0,0,1,,,0
7787066,0,5,0,370,0,2,40,15,6280
7787061,0,1,0,3,0,2,2,,780
7787060,0,0,1,0,0,1,,,0
7787057,0,2,0,14,0,2,3,,800
7787056,0,2,0,8,0,2,2,,940
7787054,0,0,0,0,0,2,,,800
7787052,0,3,0,121,0,2,13,7,3910
7787049,0,0,0,0,0,2,,,800
7787048,0,3,1,108,0,2,16,2,50
7787047,1,0,0,0,0,2,,,800
7787044,0,0,0,0,0,1,,,0
7787043,0,13,0,7385,310,7,3262,1029,829140
7787039,0,1,0,3,0,2,1,,800
7787036,1,0,0,0,0,2,,,800
7787034,1,2,0,8,0,2,1,,1000
7787030,1,2,2,13,0,2,1,,800
7787029,0,0,3,0,0,1,,,0
7787028,0,5,0,459,5,3,72,22,0
7787023,0,0,1,0,0,1,,,0
7787022,0,0,9,0,0,2,,,800
7787020,0,2,0,8,0,2,1,,1040
7787019,0,0,2,0,0,2,,,800
7787018,0,0,1,0,0,1,,,0
7787017,1,0,0,0,0,2,,,800
7787016,0,0,0,0,0,2,,,800
7787015,1,3,0,46,0,2,6,1,640
7787013,0,2,0,16,0,2,3,,970
7787011,0,2,11,33,5,3,8,,130
7787010,0,2,0,19,0,2,4,,1170
7787009,0,3,1,112,0,2,12,3,780
7787008,0,0,2,0,0,1,,,0
7787005,0,0,1,0,0,1,,,0
7787002,0,0,0,0,0,2,,,800
7787001,0,2,0,8,0,2,1,,900
7787000,0,1,0,3,0,2,2,,770
7786999,0,0,1,0,0,2,,,200
7786998,0,0,1,0,0,1,,,0
7786997,1,2,3,13,0,2,2,,780
7786993,0,5,1,344,6,3,44,19,0
7786992,0,0,1,0,0,2,,,200
7786991,1,2,3,8,0,2,2,,970
7786988,0,2,0,8,0,2,2,,980
7786987,0,2,1,18,0,2,2,,990
7786986,0,2,0,5,0,2,1,,980
7786985,0,3,2,55,0,2,10,1,770
7786980,1,0,2,0,0,2,,,800
7786979,1,2,3,13,0,2,1,,800
7786978,0,0,2,0,0,1,,,0
7786973,0,0,3,0,0,2,,,800
7786972,0,3,0,49,0,2,11,1,770
7786970,0,0,0,0,0,1,,,0
7786969,0,1,1,3,0,2,1,,790
7786965,1,3,2,57,0,2,8,1,370
7786962,0,3,3,108,0,2,16,8,200
7786958,0,3,5,122,0,2,16,7,2200
7786956,0,2,5,24,0,2,4,,1220
7786955,1,0,0,0,0,2,,,800
7786949,0,0,1,0,5,1,,,0
7786946,0,6,1,725,10,4,212,37,133923
7786945,0,0,3,0,0,1,,,0
7786944,0,3,5,83,0,2,10,3,370
7786943,0,0,1,0,0,2,,,800
7786938,1,2,0,38,0,2,2,1,1960
7786937,1,2,2,21,0,2,3,,770
7786934,1,0,0,0,0,2,,,800
7786932,0,3,4,88,0,2,5,1,850
7786931,1,2,1,16,0,2,3,,980
7786922,0,0,0,0,0,1,,,0
7786920,0,4,1,166,6,3,26,16,550
7786919,0,5,1,313,0,2,48,16,440
7786918,1,3,0,60,0,2,7,2,1180
7786917,0,0,3,0,0,1,,,0
7786913,1,0,0,0,0,2,1,,780
7786908,0,5,1,352,1,2,51,23,50
7786906,0,6,0,484,1,2,44,11,0
7786905,0,0,0,0,0,2,,,800
7786902,0,2,1,18,0,2,1,,990
7786900,0,6,1,753,0,2,73,22,150
7786897,0,0,1,0,0,1,,,0
7786895,0,2,0,8,0,2,2,,980
7786892,0,0,2,0,0,1,,,0
7786891,0,2,0,40,10,4,6,2,1110
7786887,1,4,2,241,0,2,28,9,0
7786884,0,3,1,58,0,2,11,,100
7786877,1,2,2,18,0,2,2,,970
7786875,0,0,6,0,0,1,,,0
7786867,0,2,2,10,0,2,1,,10
7786863,1,2,0,8,0,2,2,,980
7786860,0,2,0,5,0,2,1,,980
7786859,0,0,1,0,0,2,,,800
7786858,1,0,0,0,0,2,1,,780
7786855,1,0,0,0,0,2,,,800
7786853,0,4,1,172,5,3,25,11,180
7786852,0,3,2,76,0,2,5,3,3080
7786851,1,0,0,0,0,2,,,800
7786849,0,8,5,1357,35,6,233,43,4869946
7786848,1,13,1,5965,470,8,1997,210,7484446
7786845,0,3,5,82,0,2,13,4,0
7786844,0,0,3,0,0,1,,,0
7786843,0,1,3,3,0,2,3,1,790
7786842,0,0,1,0,0,1,,,0
7786841,0,0,0,0,5,1,,,0
7786840,0,1,0,3,0,2,1,,790
7786839,1,0,2,0,0,1,,,0
7786837,0,0,1,0,0,1,,,0
7786836,0,3,1,60,10,4,6,3,2000
7786833,1,2,1,18,0,2,1,,990
7786832,1,2,0,22,0,2,3,2,1020
7786829,0,3,0,53,0,2,8,1,530
7786826,1,3,2,47,0,2,5,3,1020
7786824,0,0,1,0,0,1,,,0
7786823,1,0,1,0,0,2,,,800
7786821,0,2,2,10,0,2,,,800
7786813,0,1,0,3,0,2,2,,770
7786812,0,0,0,0,0,1,,,0
7786810,0,5,0,453,0,2,39,11,0
7786805,0,0,1,0,0,1,,,0
7786804,0,0,0,0,0,2,,,800
7786802,0,0,0,0,0,1,,,0
7786793,0,0,0,0,0,2,,,800
7786787,0,3,0,70,0,2,7,4,6000
7786782,1,0,0,0,0,2,,,800
7786779,0,0,2,0,0,2,,,800
7786768,0,5,5,357,1,2,43,15,8490
7786766,0,3,0,67,1,2,7,4,1150
7786761,0,0,3,0,0,1,,,0
7786760,0,4,0,126,5,3,21,4,120
7786757,1,2,0,23,0,2,2,1,1050
7786756,1,0,0,0,0,2,,,800
7786754,0,2,0,29,0,2,3,2,930
7786753,1,0,0,0,0,2,,,800
7786751,0,0,0,0,0,1,,,0
7786747,0,0,1,0,0,2,,,800
7786745,0,0,0,0,0,2,,,800
7786744,0,0,3,0,0,1,,,0
7786742,0,3,1,55,0,2,6,2,740
7786741,0,2,0,35,10,4,11,,190
7786740,1,3,1,105,0,2,13,5,720
7786737,0,0,0,0,0,2,,,800
7786734,0,6,0,536,0,2,56,13,0
7786733,0,2,0,8,0,2,1,,980
7786732,0,0,1,0,0,1,,,0
7786724,0,2,2,14,0,2,3,,760
7786716,0,0,0,0,0,2,,,800
7786715,1,0,0,0,0,2,,,800
7786713,0,4,0,174,0,2,35,8,1330
7786712,0,2,1,18,5,3,1,,1000
7786711,0,0,0,0,0,2,,,800
7786708,1,0,0,0,0,2,,,800
7786707,1,3,3,83,0,2,10,4,4630
7786705,0,5,0,413,25,7,79,20,3970
7786704,0,3,2,76,0,2,8,1,190
7786703,0,0,0,0,0,2,,,800
7786702,1,2,0,8,0,2,1,,1040
7786701,1,0,0,0,0,2,,,800
7786700,0,0,4,0,0,1,,,0
7786694,1,3,0,124,0,2,19,6,770
7786693,0,8,1,1566,121,5,316,67,500
7786692,0,0,0,0,0,2,,,800
7786688,0,0,4,0,0,1,,,0
7786684,1,0,0,0,0,2,1,,780
7786682,0,0,1,0,0,2,,,800
7786680,1,4,0,142,0,2,22,6,370
7786678,0,0,0,0,0,2,,,800
7786674,0,0,0,0,0,2,,,800
7786673,0,0,1,0,0,1,,,0
7786671,1,0,1,0,0,2,,,800
7786670,0,0,0,0,0,1,,,0
7786668,1,8,1,1180,15,5,420,105,4000
7786667,0,0,1,0,0,2,,,800
7786666,0,0,0,0,0,2,,,800
7786663,1,3,2,52,0,2,3,1,1300
7786661,0,0,2,0,0,2,,,800
7786659,1,2,1,8,0,2,2,,990
7786657,0,0,1,0,0,2,,,800
7786649,1,9,2,1786,72,8,430,132,10000
7786645,1,0,0,0,0,2,,,800
7786643,1,2,0,8,0,2,1,,1040
7786642,1,0,0,0,0,2,,,800
7786641,0,6,0,690,0,2,113,43,0
7786640,0,2,0,36,0,2,2,1,1790
7786637,0,0,2,0,0,1,,,0
7786636,0,0,1,0,0,1,,,0
7786634,0,0,1,0,0,1,,,0
7786631,0,0,1,0,0,1,,,0
7786629,0,2,1,18,0,2,2,,980
7786628,1,2,0,8,5,3,1,,1000
7786618,0,0,0,0,0,2,,,800
7786616,1,0,3,0,0,1,,,0
7786615,0,4,0,248,0,2,28,6,100
7786614,1,0,1,0,0,1,,,0
7786612,0,0,0,0,0,2,,,800
7786610,0,1,0,3,0,2,1,,790
7786608,0,3,1,84,0,2,11,4,300
7786607,0,2,0,8,0,2,1,,990
7786606,0,4,0,262,0,2,41,16,0
7786604,0,2,0,8,0,2,1,,990
7786598,0,0,1,0,0,1,,,0
7786596,1,5,1,449,0,2,48,10,50
7786595,1,2,0,8,0,2,1,,990
7786589,0,0,1,0,0,1,,,0
7786587,0,3,2,56,0,2,5,2,1340
7786585,0,4,0,217,0,2,27,10,1409
7786579,0,1,0,3,0,2,2,,760
7786576,0,0,2,0,0,1,,,0
7786575,0,0,1,0,0,1,,,0
7786574,0,0,0,0,0,1,,,0
7786573,0,0,3,0,0,1,,,0
7786572,0,0,0,0,0,1,,,0
7786566,0,0,1,0,0,1,,,0
7786565,0,0,8,0,0,1,,,0
7786559,0,10,0,2854,85,7,748,217,17000
7786554,0,5,0,333,0,2,64,20,0
7786553,0,4,2,252,0,2,38,13,1700
7786552,0,3,1,112,0,2,12,8,1320
7786543,0,3,1,52,0,2,3,2,1320
7786542,0,0,0,0,0,2,,,800
7786537,0,2,4,10,0,2,,,800
7786535,0,2,2,40,0,2,4,1,1130
7786532,1,2,0,21,0,2,6,1,940
7786530,1,2,10,10,5,3,,,800
7786525,0,0,3,0,0,1,,,0
7786523,0,0,0,0,0,1,,,0
7786519,0,7,1,1055,5,3,351,91,52000
7786516,0,7,1,1108,25,7,183,59,990
7786513,1,2,0,11,0,2,3,,950
7786508,0,2,0,22,0,2,3,1,990
7786506,0,0,0,0,0,2,,,800
7786505,1,2,1,7,0,2,3,2,790
7786502,0,3,1,93,15,5,10,3,2156
7786501,0,2,1,18,0,2,2,,780
7786499,0,2,1,27,0,2,3,1,790
7786498,0,2,0,37,0,2,3,1,1150
7786494,0,0,4,0,0,1,,,0
7786490,0,5,1,410,1,2,31,11,0
7786489,0,2,1,21,5,3,2,,100
7786488,0,2,0,22,0,2,4,2,1000
7786487,1,2,1,32,0,2,4,2,1010
7786486,1,2,0,10,0,2,1,,1080
7786484,1,5,1,400,0,2,27,11,1000
7786483,1,5,1,352,0,2,25,8,1000
7786473,1,2,2,11,0,2,4,1,970
7786470,0,4,1,180,10,4,32,8,0
7786465,1,3,0,80,0,2,6,6,1982
7786466,0,2,1,35,0,2,6,,618
7786462,0,3,0,64,0,2,11,2,0
7786461,0,4,1,257,15,5,37,5,0
7786458,0,3,0,47,0,2,6,3,1640
7786456,0,0,1,0,10,1,,,0
7786454,0,3,5,64,0,2,8,2,1220
7786453,1,3,0,69,0,2,6,2,1580
7786452,0,4,4,142,5,3,19,8,350
7786450,1,0,8,0,0,2,,,800
7786440,1,3,1,105,0,2,14,6,600
7786439,0,2,3,13,0,2,3,1,780
7786436,0,4,1,132,0,2,21,8,190
7786432,0,4,0,175,0,2,25,17,0
7786430,0,2,0,8,0,2,2,,990
7786429,1,5,0,457,1,2,87,25,1432
7786428,0,3,2,47,0,2,2,1,1800
7786423,0,7,1,910,1,2,236,91,0
7786420,0,1,0,3,0,2,1,,800
7786414,0,0,3,0,0,2,,,800
7786411,1,4,0,253,0,2,41,20,90
7786409,0,2,0,25,0,2,6,,650
7786407,0,0,0,0,0,1,,,0
7786398,0,4,8,143,0,2,25,8,1030
7786390,0,3,1,94,0,2,7,3,0
7786388,0,3,0,48,0,2,6,1,580
7786387,1,9,2,2118,171,8,421,152,0
7786386,1,0,1,0,0,1,,,0
7786384,1,0,1,0,0,2,,,800
7786382,0,0,2,0,0,1,,,0
7786377,0,2,0,14,0,2,4,,730
7786375,1,2,7,19,5,3,3,,0
7786374,0,0,1,0,0,2,,,800
7786373,1,4,8,199,0,2,28,11,990
7786372,0,7,4,885,20,6,152,50,56451
7786371,0,3,0,68,0,2,5,3,1600
7786367,1,2,1,43,0,2,3,1,0
7786365,0,3,1,118,0,2,28,2,0
7786363,0,0,0,0,0,2,,,800
7786360,0,0,2,0,0,2,,,800
7786359,0,2,1,43,0,2,4,1,0
7786358,0,4,0,131,0,2,23,3,1000
7786356,0,3,2,113,5,2,11,4,0
7786350,0,0,3,0,0,1,,,0
7786349,0,0,3,0,0,1,,,0
7786348,0,0,1,0,0,1,,,0
7786346,0,3,11,59,0,2,4,2,2610
7786344,0,0,2,0,0,1,,,0
7786343,1,11,4,3921,135,6,2544,489,0
7786342,0,4,0,206,0,2,30,8,0
7786335,0,2,0,29,0,2,6,2,980
7786334,0,2,2,39,0,2,6,4,1020
7786333,0,4,0,161,0,2,9,1,200
7786329,0,3,1,119,0,2,19,4,350
7786327,0,2,0,7,0,2,3,1,790
7786326,0,3,0,57,0,2,5,2,970
7786318,0,4,2,163,0,2,21,8,0
7786317,0,11,1,3182,29,7,1121,662,50
7786316,0,0,4,0,0,1,,,0
7786315,1,0,0,0,0,2,,,800
7786310,0,3,2,97,0,2,7,2,1810
7786309,0,4,2,222,0,2,30,13,20
7786306,0,0,2,0,0,1,,,0
7786305,0,0,1,0,0,2,,,800
7786304,0,0,1,0,0,1,,,0
7786301,1,2,2,18,0,2,2,,750
7786298,1,2,0,19,0,2,1,1,830
7786293,0,0,0,0,0,1,,,0
7786292,0,2,0,32,0,2,3,2,1150
7786289,0,0,0,0,0,2,,,800
7786285,0,0,2,0,0,1,,,0
7786277,0,3,1,84,0,2,13,6,630
7786274,1,9,2,1946,60,7,438,167,10000
7786273,0,3,0,110,0,2,12,6,2708
7786268,0,0,1,0,5,1,,,0
7786264,0,4,9,196,45,7,33,6,0
7786260,1,0,0,0,0,1,,,0
7786251,0,4,1,262,0,2,40,15,1150
7786247,0,0,1,0,0,1,,,0
7786245,0,0,4,0,0,1,,,0
7786244,0,0,1,0,0,1,,,0
7786242,0,0,3,0,0,1,,,0
7786241,0,1,3,3,0,2,2,,770
7786240,0,2,3,16,0,2,3,,1060
7786239,0,0,7,0,0,2,,,800
7786238,0,0,1,0,0,1,,,0
7786237,0,0,2,0,0,1,,,0
7786236,0,0,2,0,0,1,,,0
7786235,0,2,0,14,0,2,4,,570
7786233,0,0,2,0,0,1,,,0
7786229,0,6,1,479,0,2,48,12,1065
